Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
valetov,MSU_Berz,2023-06-12,2023-06-12,28,91.91555555555556,34.25,5.697245179063361,1.096785274853581,6.216666666666667,1000.6305555555565,968
jiewenh,EvolSims,2023-05-26,2023-05-26,21,1814.433888888889,64.86666666666666,45.191379548913794,11.800080570839288,56.7,1000.0225000000003,2409
meg_oshima,NOAA_DucharmeBarth,2023-05-27,2023-05-27,23,27.884444444444444,59.983333333333334,8.201307189542483,5.477792498155029,7.433333333333334,1008.9327777777777,204
npcooley,BiomedInfo,2023-06-07,2023-06-07,23,15368.7725,212.86666666666667,138.9162925579994,54.524578904885985,203.3,1000.0316666666699,6638
jopacabra,NMSU_Sievert,2023-05-21,2023-05-26,17,171340.4063888889,5473.266666666666,857.4880626685573,1950.0557769376746,5344.583333333333,1000.1747222222252,11989
xevra,CompBinFormMod,2023-06-01,2023-06-12,24,104.39555555555556,88.93333333333334,17.496461824953442,18.815010088396352,37.733333333333334,1001.6399999999994,358
ahoerter,TG-MED220017,2023-06-11,2023-06-11,36,709.8880555555555,13.083333333333334,6.652082357228382,3.5246093987482547,11.75,1000.0783333333344,6403
dandan,Stanford_Gilula,2023-06-08,2023-06-09,15,18.338055555555556,33.166666666666664,3.108145009416196,4.72938733286098,8.183333333333334,1003.6800000000001,354
nishantpanicker,BiomedInfo,2023-05-21,2023-05-24,18,15632.85638888889,458.05,67.26220031074459,114.80884961384659,295.1566666666667,1000.051111111112,13945
jjia,SBU_Jia,2023-05-23,2023-05-23,18,80.17222222222222,12.833333333333334,6.784673248707099,2.8148139095181994,10.85,1000.927222222222,709
chunjian,SBU_Jia,2023-05-23,2023-05-23,19,206.9025,12.166666666666666,6.170054671968191,2.459471304245538,10.316666666666666,1000.2111111111113,2012
cnatzke,Mines_Leach,2023-05-29,2023-05-29,16,53.54388888888889,73.0,8.499029982363316,9.520999434850047,16.151666666666667,1000.0902777777767,378
yuw079,UCSD_Xu,2023-06-12,2023-06-13,34,45.970555555555556,4.533333333333333,1.358066633842114,0.7295428637744942,2.566666666666667,1000.0163888888874,2031
jiyuluo1002,UCSD_Xu,2023-05-27,2023-06-02,24,99.2136111111111,21.8,9.726824618736384,3.6757740181111123,16.55,1002.3433333333331,612
alinia,SourceCoding,2023-05-19,2023-05-19,15,108.53277777777778,8.466666666666667,5.307226297201847,1.5116111039393008,6.416666666666667,1000.223333333334,1227
n8kaib,PSI_Kaib,2023-05-30,2023-06-02,15,50.44138888888889,32.55,1.1017412935323383,2.6258703188674417,1.77,1004.2886111111095,2747
alice,WSU_3DHydro,2023-05-29,2023-05-30,19,2922.733888888889,75.18333333333334,33.206595972984914,5.47580291408703,37.016666666666666,1003.1952777777784,5281
gpihan,WSU_3DHydro,2023-05-25,2023-05-26,16,77.95555555555555,77.81666666666666,19.488888888888887,21.301973369269657,63.093333333333334,1003.1241666666667,240
cormac,PixleyLab,2023-06-06,2023-06-07,15,16.468333333333334,67.01666666666667,3.239672131147541,5.359828639988702,2.6633333333333336,1002.693888888889,305
owenhorecny,WSU_3DHydro,2023-06-04,2023-06-05,15,433.5727777777778,6371.283333333334,22.719970887918485,188.09669058810496,33.276666666666664,1000.4938888888895,1145
apetruc,TG-MED220017,2023-05-17,2023-05-17,15,1.2097222222222221,1.4833333333333334,1.4516666666666667,0.027406820079098424,1.4833333333333334,1000.3683333333333,50
sadifenchen,IIT_Kang,2023-05-17,2023-05-28,21,152.6838888888889,59.983333333333334,10.33976674191121,14.892688984227599,13.333333333333334,1003.845,886
shengli,UCF_Zou,2023-05-21,2023-06-02,24,4.3475,25.45,4.14047619047619,4.534367681538118,9.746666666666666,1094.3880555555554,63
Omria,chemml,2023-05-23,2023-05-24,21,534.525,73.55,6.002526670409882,3.285216116384442,9.683333333333334,1000.0022222222198,5343
shafayetrahat,UMontana_Roy,2023-05-24,2023-06-08,31,315.7452777777778,1377.6166666666666,29.647443922796032,145.2836443596804,14.833333333333334,1011.8063888888889,639
shaan_patel,UTA_Cuntz,2023-05-31,2023-05-31,29,16.352222222222224,8.75,1.8617330803289058,0.47703592858494326,2.1333333333333333,1002.209444444446,527
TimtheTyrant,UCSD_Rappel,2023-06-06,2023-06-06,35,9.380555555555556,14.933333333333334,2.1731016731016735,1.372384125899008,3.6166666666666667,1000.5749999999995,259
chenzhuo,MIT_Choi,2023-06-08,2023-06-08,37,1.4141666666666666,2.05,2.020238095238095,0.028402763875041915,2.05,1013.1255555555555,42
